writer-1  | 2026-05-16T17:10:45.978515139Z 2026-05-16T17:10:45.978406Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=writer-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=5cc9b45c-e1a3-48c6-8e79-f5f0bf3520dd num_cpus=8
writer-1  | 2026-05-16T17:10:56.048418879Z 2026-05-16T17:10:56.047128Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772198700000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/13-25/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048419879Z 2026-05-16T17:10:56.046327Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770778920000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-11/03-02/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048420796Z 2026-05-16T17:10:56.047046Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770467280000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-07/12-28/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048421671Z 2026-05-16T17:10:56.047821Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772216040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/18-14/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048422546Z 2026-05-16T17:10:56.047872Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772233320000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/23-02/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048423421Z 2026-05-16T17:10:56.047911Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772250660000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-28/03-51/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048429254Z 2026-05-16T17:10:56.047912Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771783140000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/17-59/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048501546Z 2026-05-16T17:10:56.048464Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770796260000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-11/07-51/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048514379Z 2026-05-16T17:10:56.048477Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770484560000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-07/17-16/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048515713Z 2026-05-16T17:10:56.048483Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774899780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-30/19-43/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048518588Z 2026-05-16T17:10:56.048499Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772614260000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/08-51/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048635796Z 2026-05-16T17:10:56.048586Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772925960000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-07/23-26/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.048641671Z 2026-05-16T17:10:56.048616Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772943240000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/04-14/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049148463Z 2026-05-16T17:10:56.049104Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772960580000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/09-03/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049151379Z 2026-05-16T17:10:56.049115Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772995200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/18-40/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049152379Z 2026-05-16T17:10:56.047045Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771315680000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-17/08-08/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049153254Z 2026-05-16T17:10:56.049110Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770501900000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-07/22-05/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049239838Z 2026-05-16T17:10:56.049205Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772268000000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-28/08-40/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.049285046Z 2026-05-16T17:10:56.049253Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771800480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/22-48/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050968546Z 2026-05-16T17:10:56.049516Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770363360000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-06/07-36/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050972171Z 2026-05-16T17:10:56.049759Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774917120000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/00-32/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050973129Z 2026-05-16T17:10:56.049776Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771332960000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-17/12-56/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050974046Z 2026-05-16T17:10:56.049798Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770519180000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/02-53/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050975004Z 2026-05-16T17:10:56.049838Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772631600000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/13-40/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050975879Z 2026-05-16T17:10:56.049878Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773012480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/23-28/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050976796Z 2026-05-16T17:10:56.050106Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773029820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-09/04-17/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050977671Z 2026-05-16T17:10:56.050366Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773047160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-09/09-06/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050978796Z 2026-05-16T17:10:56.050403Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771350300000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-17/17-45/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050979671Z 2026-05-16T17:10:56.050430Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770536520000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/07-42/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050980588Z 2026-05-16T17:10:56.050444Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773064440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-09/13-54/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050981463Z 2026-05-16T17:10:56.050485Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771817820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-23/03-37/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050982338Z 2026-05-16T17:10:56.050727Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773081780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-09/18-43/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.050983213Z 2026-05-16T17:10:56.050946Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774934400000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/05-20/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051039629Z 2026-05-16T17:10:56.051007Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771367640000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-17/22-34/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051072921Z 2026-05-16T17:10:56.049105Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772977860000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/13-51/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051094713Z 2026-05-16T17:10:56.051073Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773393420000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-13/09-17/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051247838Z 2026-05-16T17:10:56.051054Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770553800000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/12-30/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051250004Z 2026-05-16T17:10:56.051056Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774865160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-30/10-06/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051365629Z 2026-05-16T17:10:56.051311Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773410760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-13/14-06/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051583004Z 2026-05-16T17:10:56.051536Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773428040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-13/18-54/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051746879Z 2026-05-16T17:10:56.051710Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771835100000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-23/08-25/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.051749171Z 2026-05-16T17:10:56.051729Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770813540000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-11/12-39/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052124504Z 2026-05-16T17:10:56.051927Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773099060000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-09/23-31/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052129838Z 2026-05-16T17:10:56.052008Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770571140000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/17-19/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052148254Z 2026-05-16T17:10:56.052015Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773445380000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-13/23-43/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052278671Z 2026-05-16T17:10:56.052172Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774951740000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/10-09/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052552463Z 2026-05-16T17:10:56.052402Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1773462660000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-14/04-31/0000000003.parquet
writer-1  | 2026-05-16T17:10:56.052556963Z 2026-05-16T17:10:56.052426Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770830880000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-11/17-28/0000000003.parquet
