querier-1  | 2026-05-16T17:10:48.570320376Z 2026-05-16T17:10:48.570226Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=querier-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=eed91d34-1589-4466-90cd-4a6807094cdf num_cpus=8
querier-1  | 2026-05-16T17:10:48.584788167Z 2026-05-16T17:10:48.584726Z  INFO influxdb3_lib::commands::serve: setting up telemetry store
querier-1  | 2026-05-16T17:10:48.584791792Z 2026-05-16T17:10:48.584729Z  INFO influxdb3_lib::commands::serve: enabling layer B (remote hot chunks) writer_urls=["http://writer:8181"]
querier-1  | 2026-05-16T17:10:48.584792667Z 2026-05-16T17:10:48.584725Z  INFO influxdb3_write::deleter: Started catalog hard deleter task. delete_grace_period=86400s
querier-1  | 2026-05-16T17:10:48.585181751Z 2026-05-16T17:10:48.585130Z  WARN influxdb3_lib::commands::serve: server started without auth (`--without-auth` switch), all token creation and regeneration of admin token endpoints are disabled
querier-1  | 2026-05-16T17:10:48.585537251Z 2026-05-16T17:10:48.585502Z  INFO influxdb3_lib::commands::serve: setting up server with authz disabled for paths paths_without_authz=[]
querier-1  | 2026-05-16T17:10:48.585540626Z 2026-05-16T17:10:48.585519Z  INFO influxdb3_server: startup time: 15ms address=0.0.0.0:8181
querier-1  | 2026-05-16T17:10:53.609890336Z 2026-05-16T17:10:53.609632Z  INFO influxdb3_write::inventory_poller: inventory poller advanced catalog before_seq=4 after_seq=5
querier-1  | 2026-05-16T17:13:45.771976680Z 2026-05-16T17:13:45.771905Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.771989055Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.771993597Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.771997639Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.771999139Z FROM sensors
querier-1  | 2026-05-16T17:13:45.772000055Z GROUP BY region format=Csv
querier-1  | 2026-05-16T17:13:45.772001139Z 2026-05-16T17:13:45.771938Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.772002722Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.772003889Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.772007680Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.772008764Z FROM sensors
querier-1  | 2026-05-16T17:13:45.772009597Z GROUP BY region params=None
querier-1  | 2026-05-16T17:13:45.772123222Z 2026-05-16T17:13:45.772049Z  INFO iox_query::query_log: query when="received" id=3debf4ee-d7aa-406f-9b79-707f0925cd5c namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.772132222Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.772133889Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.772135014Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.772136055Z FROM sensors
querier-1  | 2026-05-16T17:13:45.772137014Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:45.772047722+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:45.801192514Z 2026-05-16T17:13:45.801101Z  WARN influxdb3_write::remote_write_buffer: remote hot-chunks fetch failed url="http://writer:8181" error=arrow ipc decode error: Invalid argument error: Value at position 17 out of bounds: 17 (should be in [0, 16])
querier-1  | 2026-05-16T17:13:45.805427930Z 2026-05-16T17:13:45.805368Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=8000 remote=0 tail=1000 total=9000
querier-1  | 2026-05-16T17:13:45.815418472Z 2026-05-16T17:13:45.815292Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=1000 max_dedup_split=100
querier-1  | 2026-05-16T17:13:45.850311097Z 2026-05-16T17:13:45.850186Z  INFO iox_query::query_log: query when="planned" id=3debf4ee-d7aa-406f-9b79-707f0925cd5c namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.850332389Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.850334764Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.850337097Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.850337930Z FROM sensors
querier-1  | 2026-05-16T17:13:45.850338555Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:45.772047722+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.076614958 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:45.850340639Z 2026-05-16T17:13:45.850215Z  INFO iox_query::query_log: query when="permit" id=3debf4ee-d7aa-406f-9b79-707f0925cd5c namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.850341639Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.850342264Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.850342847Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.850343472Z FROM sensors
querier-1  | 2026-05-16T17:13:45.850344014Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:45.772047722+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.076614958 permit_duration_secs=0.001552334 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:45.850435722Z 2026-05-16T17:13:45.850345Z  INFO iox_query::query_log: query when="success" id=3debf4ee-d7aa-406f-9b79-707f0925cd5c namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:45.850439597Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:45.850440555Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:45.850441847Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:45.850442764Z FROM sensors
querier-1  | 2026-05-16T17:13:45.850443930Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:45.772047722+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.076614958 permit_duration_secs=0.001552334 execute_duration_secs=0.000122541 end2end_duration_secs=0.07829625 compute_duration_secs=2e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T17:13:48.860535209Z 2026-05-16T17:13:48.860439Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.860552876Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.860554001Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.860554709Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.860555376Z FROM sensors
querier-1  | 2026-05-16T17:13:48.860555959Z GROUP BY region format=Csv
querier-1  | 2026-05-16T17:13:48.860556584Z 2026-05-16T17:13:48.860469Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.860557584Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.860558209Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.860558751Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.860560376Z FROM sensors
querier-1  | 2026-05-16T17:13:48.860560917Z GROUP BY region params=None
querier-1  | 2026-05-16T17:13:48.860561584Z 2026-05-16T17:13:48.860494Z  INFO iox_query::query_log: query when="received" id=c37266e0-a5da-4be5-a8fc-68ffb992e8cf namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.860562709Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.860563334Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.860563876Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.860564459Z FROM sensors
querier-1  | 2026-05-16T17:13:48.860564959Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:48.860493251+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:48.885753959Z 2026-05-16T17:13:48.885661Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=8000 remote=0 tail=1000 total=9000
querier-1  | 2026-05-16T17:13:48.895559584Z 2026-05-16T17:13:48.895480Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=1000 max_dedup_split=100
querier-1  | 2026-05-16T17:13:48.930001709Z 2026-05-16T17:13:48.929887Z  INFO iox_query::query_log: query when="planned" id=c37266e0-a5da-4be5-a8fc-68ffb992e8cf namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.930016876Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.930026667Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.930027417Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.930028084Z FROM sensors
querier-1  | 2026-05-16T17:13:48.930028834Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:48.860493251+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.067918208 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:48.930029792Z 2026-05-16T17:13:48.929916Z  INFO iox_query::query_log: query when="permit" id=c37266e0-a5da-4be5-a8fc-68ffb992e8cf namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.930030626Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.930031251Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.930031792Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.930032376Z FROM sensors
querier-1  | 2026-05-16T17:13:48.930032917Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:48.860493251+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.067918208 permit_duration_secs=0.001504542 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:48.930145209Z 2026-05-16T17:13:48.930027Z  INFO iox_query::query_log: query when="success" id=c37266e0-a5da-4be5-a8fc-68ffb992e8cf namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:48.930150417Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:48.930151542Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:48.930152251Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:48.930153042Z FROM sensors
querier-1  | 2026-05-16T17:13:48.930155459Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:48.860493251+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.067918208 permit_duration_secs=0.001504542 execute_duration_secs=0.000104416 end2end_duration_secs=0.069533375 compute_duration_secs=4e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T17:13:51.938832919Z 2026-05-16T17:13:51.938762Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:51.938842377Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:51.938843586Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:51.938844294Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:51.938850669Z FROM sensors
querier-1  | 2026-05-16T17:13:51.938851294Z GROUP BY region format=Csv
querier-1  | 2026-05-16T17:13:51.938851877Z 2026-05-16T17:13:51.938783Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:51.938853002Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:51.938853627Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:51.938854211Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:51.938854836Z FROM sensors
querier-1  | 2026-05-16T17:13:51.938855336Z GROUP BY region params=None
querier-1  | 2026-05-16T17:13:51.938855919Z 2026-05-16T17:13:51.938808Z  INFO iox_query::query_log: query when="received" id=15c314d5-9f49-448b-8f30-e38fd4df419b namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:51.938856836Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:51.938857336Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:51.938857836Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:51.938858336Z FROM sensors
querier-1  | 2026-05-16T17:13:51.938858836Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:51.938807044+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:51.965270752Z 2026-05-16T17:13:51.965145Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=8000 remote=0 tail=1000 total=9000
querier-1  | 2026-05-16T17:13:51.975057086Z 2026-05-16T17:13:51.974970Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=1000 max_dedup_split=100
querier-1  | 2026-05-16T17:13:52.009227211Z 2026-05-16T17:13:52.009106Z  INFO iox_query::query_log: query when="planned" id=15c314d5-9f49-448b-8f30-e38fd4df419b namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:52.009250711Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:52.009251961Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:52.009252669Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:52.009253544Z FROM sensors
querier-1  | 2026-05-16T17:13:52.009254169Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:51.938807044+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.068910042 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:52.009255294Z 2026-05-16T17:13:52.009132Z  INFO iox_query::query_log: query when="permit" id=15c314d5-9f49-448b-8f30-e38fd4df419b namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:52.009264544Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:52.009265252Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:52.009265836Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:52.009266502Z FROM sensors
querier-1  | 2026-05-16T17:13:52.009267086Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:51.938807044+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.068910042 permit_duration_secs=0.001414708 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:52.009409544Z 2026-05-16T17:13:52.009239Z  INFO iox_query::query_log: query when="success" id=15c314d5-9f49-448b-8f30-e38fd4df419b namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:52.009417169Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:52.009418086Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:52.009418794Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:52.009419461Z FROM sensors
querier-1  | 2026-05-16T17:13:52.009423794Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:51.938807044+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.068910042 permit_duration_secs=0.001414708 execute_duration_secs=0.00010175 end2end_duration_secs=0.070432125 compute_duration_secs=4e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T17:13:55.054486212Z 2026-05-16T17:13:55.054409Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.054497670Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:55.054498879Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:55.054499712Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:55.054500420Z FROM sensors
querier-1  | 2026-05-16T17:13:55.054501129Z GROUP BY region format=Csv
querier-1  | 2026-05-16T17:13:55.054501879Z 2026-05-16T17:13:55.054436Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.054502670Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:55.054503295Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:55.054503837Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:55.054504462Z FROM sensors
querier-1  | 2026-05-16T17:13:55.054505004Z GROUP BY region params=None
querier-1  | 2026-05-16T17:13:55.054550754Z 2026-05-16T17:13:55.054470Z  INFO iox_query::query_log: query when="received" id=fefcbb4c-3d07-433a-a974-6389ee69a266 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.054563504Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:55.054564629Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:55.054565337Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:55.054566004Z FROM sensors
querier-1  | 2026-05-16T17:13:55.054566629Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:55.054469170+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:55.082426837Z 2026-05-16T17:13:55.082311Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=8000 remote=0 tail=1000 total=9000
querier-1  | 2026-05-16T17:13:55.091462545Z 2026-05-16T17:13:55.091374Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=1000 max_dedup_split=100
querier-1  | 2026-05-16T17:13:55.125311754Z 2026-05-16T17:13:55.125186Z  INFO iox_query::query_log: query when="planned" id=fefcbb4c-3d07-433a-a974-6389ee69a266 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.125327087Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:55.125328045Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:55.125328670Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:55.125329337Z FROM sensors
querier-1  | 2026-05-16T17:13:55.125329962Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:55.054469170+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.069265459 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:55.125331004Z 2026-05-16T17:13:55.125214Z  INFO iox_query::query_log: query when="permit" id=fefcbb4c-3d07-433a-a974-6389ee69a266 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.125331879Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T17:13:55.125332462Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T17:13:55.125333004Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T17:13:55.125333629Z FROM sensors
querier-1  | 2026-05-16T17:13:55.125334170Z GROUP BY region query_params=Params { } issue_time=2026-05-16T17:13:55.054469170+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.069265459 permit_duration_secs=0.001479041 success=false running=true cancelled=false
querier-1  | 2026-05-16T17:13:55.125373087Z 2026-05-16T17:13:55.125332Z  INFO iox_query::query_log: query when="success" id=fefcbb4c-3d07-433a-a974-6389ee69a266 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T17:13:55.125388754Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
