querier-1  | 2026-05-16T14:54:46.231447009Z 2026-05-16T14:54:46.231359Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=querier-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=0984357e-c313-4fe1-9d59-82a1fde13eba num_cpus=8
querier-1  | 2026-05-16T14:57:40.896012214Z 2026-05-16T14:57:40.895901Z  INFO influxdb3_shutdown: Received SIGTERM
querier-1  | 2026-05-16T14:57:40.896026423Z 2026-05-16T14:57:40.895930Z  INFO influxdb3_lib::commands::serve: shutdown requested
querier-1  | 2026-05-16T14:57:40.896029173Z 2026-05-16T14:57:40.895970Z  INFO influxdb3_catalog::catalog: updating node state to stopped in shared catalog node_id="querier-1"
querier-1  | 2026-05-16T14:57:40.896030923Z 2026-05-16T14:57:40.895991Z  INFO influxdb3_catalog::catalog::update: updating node state to Stopped in catalog node_id="querier-1" process_uuid=0984357e-c313-4fe1-9d59-82a1fde13eba
querier-1  | 2026-05-16T14:57:40.896077464Z 2026-05-16T14:57:40.896012Z  INFO influxdb3_write::deleter: Shutdown signal received, exiting object deleter loop.
querier-1  | 2026-05-16T14:57:40.897400714Z 2026-05-16T14:57:40.897332Z  INFO object_store::client::retry: Encountered transport error backing off for 0.1 seconds, retry 1 of 10: error sending request
querier-1  | 2026-05-16T14:57:41.004041506Z 2026-05-16T14:57:41.003920Z  INFO influxdb3_catalog::object_store: persisted next catalog sequence put_result=PutResult { e_tag: Some("\"688090bca8260a5f42c6b72bd276a825\""), version: None } object_path=CatalogFilePath(Path { raw: "_catalog/catalogs/00000000000000000006.catalog" })
querier-1  | 2026-05-16T14:57:41.004191464Z 2026-05-16T14:57:41.004067Z  INFO influxdb3_lib::commands::serve: frontend shutdown completed
querier-1  | 2026-05-16T14:57:41.004211173Z 2026-05-16T14:57:41.004075Z  INFO influxdb3_lib::commands::serve: backend shutdown completed
querier-1  | 2026-05-16T14:57:41.220292339Z 2026-05-16T14:57:41.220161Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=querier-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=a75b2e51-bf74-4522-bc0f-655f3c75387d num_cpus=8
querier-1  | 2026-05-16T14:57:41.220309756Z 2026-05-16T14:57:41.220236Z  INFO influxdb3_clap_blocks::object_store: Object Store bucket=Some("influxdb3-bench") endpoint=Some(Endpoint("http://minio:9000")) object_store_type="S3"
querier-1  | 2026-05-16T14:57:41.220311589Z 2026-05-16T14:57:41.220268Z  INFO object_store::aws::builder: Using Static credential provider
querier-1  | 2026-05-16T14:57:41.223054298Z 2026-05-16T14:57:41.222977Z  INFO influxdb3_lib::commands::serve: Creating shared query executor num_threads=8
querier-1  | 2026-05-16T14:57:41.224765089Z 2026-05-16T14:57:41.224599Z  INFO influxdb3_lib::commands::serve: opening shared catalog at _catalog/
querier-1  | 2026-05-16T14:57:41.228326589Z 2026-05-16T14:57:41.228255Z  INFO influxdb3_catalog::catalog::update: create database name="_internal"
querier-1  | 2026-05-16T14:57:41.228341964Z 2026-05-16T14:57:41.228279Z  INFO influxdb3_lib::commands::serve: catalog initialized catalog_uuid=821b8c7a-d469-4f52-b46b-3a1f5f1dc62b
querier-1  | 2026-05-16T14:57:41.228343298Z 2026-05-16T14:57:41.228282Z  INFO influxdb3_catalog::catalog::update: register node node_id="querier-1" core_count=8 mode=[Core]
querier-1  | 2026-05-16T14:57:41.229278464Z 2026-05-16T14:57:41.229223Z  INFO influxdb3_catalog::object_store: persisted next catalog sequence put_result=PutResult { e_tag: Some("\"97a719be510cd39c4ad6ad92496e575c\""), version: None } object_path=CatalogFilePath(Path { raw: "_catalog/catalogs/00000000000000000007.catalog" })
querier-1  | 2026-05-16T14:57:41.229311298Z 2026-05-16T14:57:41.229274Z  INFO influxdb3_lib::commands::serve: catalog initialized instance_id="52a60c4a-930d-40c3-9832-8bf0fabfc05b"
querier-1  | 2026-05-16T14:57:41.229313839Z 2026-05-16T14:57:41.229295Z  INFO influxdb3_catalog::catalog::update: set gen1 duration duration_ns=600000000000
querier-1  | 2026-05-16T14:57:41.229314714Z 2026-05-16T14:57:41.229299Z  WARN influxdb3_lib::commands::serve: cannot change the existing gen1 duration after it has been set existing_secs=60 provided_secs=600
querier-1  | 2026-05-16T14:57:41.239910298Z 2026-05-16T14:57:41.239820Z  INFO influxdb3_wal::object_store: replaying WAL files
querier-1  | 2026-05-16T14:57:41.239927131Z 2026-05-16T14:57:41.239834Z  INFO influxdb3_wal::object_store: completed replaying wal files time_taken=16.708µs
querier-1  | 2026-05-16T14:57:41.239928881Z 2026-05-16T14:57:41.239866Z  INFO influxdb3_lib::commands::serve: setting up background mem check for query buffer
querier-1  | 2026-05-16T14:57:41.239929673Z 2026-05-16T14:57:41.239870Z  INFO influxdb3_lib::commands::serve: compaction service disabled (mode=Querier does not run compaction)
querier-1  | 2026-05-16T14:57:41.239930506Z 2026-05-16T14:57:41.239871Z  INFO influxdb3_lib::commands::serve: setting up telemetry store
querier-1  | 2026-05-16T14:57:41.239953339Z 2026-05-16T14:57:41.239875Z  WARN influxdb3_lib::commands::serve: server started without auth (`--without-auth` switch), all token creation and regeneration of admin token endpoints are disabled
querier-1  | 2026-05-16T14:57:41.239961714Z 2026-05-16T14:57:41.239875Z  INFO influxdb3_write::deleter: Started catalog hard deleter task. delete_grace_period=86400s
querier-1  | 2026-05-16T14:57:41.240283589Z 2026-05-16T14:57:41.240252Z  INFO influxdb3_lib::commands::serve: setting up server with authz disabled for paths paths_without_authz=[]
querier-1  | 2026-05-16T14:57:41.240287839Z 2026-05-16T14:57:41.240273Z  INFO influxdb3_server: startup time: 20ms address=0.0.0.0:8181
querier-1  | 2026-05-16T14:57:45.962448258Z 2026-05-16T14:57:45.962364Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:45.962460758Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:45.962462050Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:45.962462925Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:45.962463758Z FROM sensors
querier-1  | 2026-05-16T14:57:45.962464467Z GROUP BY region format=Csv
querier-1  | 2026-05-16T14:57:45.962465133Z 2026-05-16T14:57:45.962401Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:45.962467633Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:45.962468467Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:45.962469175Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:45.962473217Z FROM sensors
querier-1  | 2026-05-16T14:57:45.962473842Z GROUP BY region params=None
querier-1  | 2026-05-16T14:57:45.962497758Z 2026-05-16T14:57:45.962451Z  INFO iox_query::query_log: query when="received" id=b2546b49-951a-4a60-b8f5-a8e60ebae9d8 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:45.962500425Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:45.962501092Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:45.962501675Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:45.962502342Z FROM sensors
querier-1  | 2026-05-16T14:57:45.962502925Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:45.962449592+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:45.990680842Z 2026-05-16T14:57:45.990576Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=500 max_dedup_split=100
querier-1  | 2026-05-16T14:57:46.024344342Z 2026-05-16T14:57:46.024219Z  INFO iox_query::query_log: query when="planned" id=b2546b49-951a-4a60-b8f5-a8e60ebae9d8 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:46.024366092Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:46.024367467Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:46.024368467Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:46.024369258Z FROM sensors
querier-1  | 2026-05-16T14:57:46.024369883Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:45.962449592+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.060402583 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:46.024370925Z 2026-05-16T14:57:46.024248Z  INFO iox_query::query_log: query when="permit" id=b2546b49-951a-4a60-b8f5-a8e60ebae9d8 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:46.024372008Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:46.024372633Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:46.024373258Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:46.024373883Z FROM sensors
querier-1  | 2026-05-16T14:57:46.024374467Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:45.962449592+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.060402583 permit_duration_secs=0.001396208 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:46.024502967Z 2026-05-16T14:57:46.024358Z  INFO iox_query::query_log: query when="success" id=b2546b49-951a-4a60-b8f5-a8e60ebae9d8 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:46.024513175Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:46.024514050Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:46.024514717Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:46.024515342Z FROM sensors
querier-1  | 2026-05-16T14:57:46.024516633Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:45.962449592+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.060402583 permit_duration_secs=0.001396208 execute_duration_secs=0.000104584 end2end_duration_secs=0.06190825 compute_duration_secs=4e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T14:57:47.966321884Z 2026-05-16T14:57:47.966242Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:47.966343551Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:47.966345093Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:47.966346009Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:47.966346843Z FROM sensors
querier-1  | 2026-05-16T14:57:47.966347551Z GROUP BY region format=Csv
querier-1  | 2026-05-16T14:57:47.966348259Z 2026-05-16T14:57:47.966275Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:47.966349593Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:47.966350384Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:47.966351093Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:47.966351843Z FROM sensors
querier-1  | 2026-05-16T14:57:47.966352551Z GROUP BY region params=None
querier-1  | 2026-05-16T14:57:47.966356343Z 2026-05-16T14:57:47.966302Z  INFO iox_query::query_log: query when="received" id=3d36c441-e777-41dc-9997-5a0fac37ac16 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:47.966357801Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:47.966358551Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:47.966359218Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:47.966359968Z FROM sensors
querier-1  | 2026-05-16T14:57:47.966360634Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:47.966301093+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:47.991170968Z 2026-05-16T14:57:47.991063Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=500 max_dedup_split=100
querier-1  | 2026-05-16T14:57:48.026217926Z 2026-05-16T14:57:48.026125Z  INFO iox_query::query_log: query when="planned" id=3d36c441-e777-41dc-9997-5a0fac37ac16 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:48.026236926Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:48.026238343Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:48.026239301Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:48.026240176Z FROM sensors
querier-1  | 2026-05-16T14:57:48.026240884Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:47.966301093+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057802625 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:48.026242009Z 2026-05-16T14:57:48.026159Z  INFO iox_query::query_log: query when="permit" id=3d36c441-e777-41dc-9997-5a0fac37ac16 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:48.026243176Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:48.026243926Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:48.026244593Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:48.026245343Z FROM sensors
querier-1  | 2026-05-16T14:57:48.026246009Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:47.966301093+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057802625 permit_duration_secs=0.002055208 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:48.026353009Z 2026-05-16T14:57:48.026303Z  INFO iox_query::query_log: query when="success" id=3d36c441-e777-41dc-9997-5a0fac37ac16 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:48.026355968Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:48.026356634Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:48.026357218Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:48.026357926Z FROM sensors
querier-1  | 2026-05-16T14:57:48.026358884Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:47.966301093+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057802625 permit_duration_secs=0.002055208 execute_duration_secs=0.000133458 end2end_duration_secs=0.060001125 compute_duration_secs=8e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T14:57:50.001231760Z 2026-05-16T14:57:50.001160Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.001247927Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.001249344Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.001250219Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.001251094Z FROM sensors
querier-1  | 2026-05-16T14:57:50.001251802Z GROUP BY region format=Csv
querier-1  | 2026-05-16T14:57:50.001252552Z 2026-05-16T14:57:50.001209Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.001253677Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.001254385Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.001255010Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.001255760Z FROM sensors
querier-1  | 2026-05-16T14:57:50.001256427Z GROUP BY region params=None
querier-1  | 2026-05-16T14:57:50.001286677Z 2026-05-16T14:57:50.001239Z  INFO iox_query::query_log: query when="received" id=16f5924c-96ce-4a6a-94b9-fa7e5958bd9a namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.001290510Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.001291510Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.001292302Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.001293094Z FROM sensors
querier-1  | 2026-05-16T14:57:50.001293844Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:50.001238552+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:50.026707677Z 2026-05-16T14:57:50.026590Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=500 max_dedup_split=100
querier-1  | 2026-05-16T14:57:50.060760385Z 2026-05-16T14:57:50.060640Z  INFO iox_query::query_log: query when="planned" id=16f5924c-96ce-4a6a-94b9-fa7e5958bd9a namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.060780927Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.060782010Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.060782844Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.060783635Z FROM sensors
querier-1  | 2026-05-16T14:57:50.060784469Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:50.001238552+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057934042 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:50.060785302Z 2026-05-16T14:57:50.060670Z  INFO iox_query::query_log: query when="permit" id=16f5924c-96ce-4a6a-94b9-fa7e5958bd9a namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.060791927Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.060793510Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.060794094Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.060794677Z FROM sensors
querier-1  | 2026-05-16T14:57:50.060795260Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:50.001238552+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057934042 permit_duration_secs=0.001497 success=false running=true cancelled=false
querier-1  | 2026-05-16T14:57:50.060873635Z 2026-05-16T14:57:50.060800Z  INFO iox_query::query_log: query when="success" id=16f5924c-96ce-4a6a-94b9-fa7e5958bd9a namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:50.060879385Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:50.060880260Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:50.060881052Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:50.060881760Z FROM sensors
querier-1  | 2026-05-16T14:57:50.060884094Z GROUP BY region query_params=Params { } issue_time=2026-05-16T14:57:50.001238552+00:00 partitions=500 parquet_files=8000 deduplicated_partitions=500 deduplicated_parquet_files=8000 plan_duration_secs=0.057934042 permit_duration_secs=0.001497 execute_duration_secs=0.000124166 end2end_duration_secs=0.059560458 compute_duration_secs=4e-9 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T14:57:51.997823553Z 2026-05-16T14:57:51.997757Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:51.997830803Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:51.997831678Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:51.997832345Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
querier-1  | 2026-05-16T14:57:51.997832970Z FROM sensors
querier-1  | 2026-05-16T14:57:51.997833553Z GROUP BY region format=Csv
querier-1  | 2026-05-16T14:57:51.997834136Z 2026-05-16T14:57:51.997779Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- Full-range aggregation across every host and every point. Forces a scan of
querier-1  | 2026-05-16T14:57:51.997834970Z -- every parquet file the querier knows about. Most-uncompacted-friendly:
querier-1  | 2026-05-16T14:57:51.997835636Z -- many small gen1 files = many small reads.
querier-1  | 2026-05-16T14:57:51.997836220Z SELECT region, AVG(temp) AS avg_temp, MAX(humidity) AS max_humid, COUNT(*) AS n
