writer-1  | 2026-05-16T14:54:43.640364799Z 2026-05-16T14:54:43.640159Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=writer-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=9337d4f2-ae52-46b8-8a38-7f077877e800 num_cpus=8
writer-1  | 2026-05-16T14:54:53.698755679Z 2026-05-16T14:54:53.698581Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770961200000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-13/05-40/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.698764762Z 2026-05-16T14:54:53.698600Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770493740000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-07/19-49/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.698767220Z 2026-05-16T14:54:53.698720Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773229440000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-11/11-44/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.698807887Z 2026-05-16T14:54:53.698753Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772225160000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-27/20-46/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.698896970Z 2026-05-16T14:54:53.698870Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1778943240000000000 to file writer-1/dbs/bench-5/sensors-0/2026-05-16/14-54/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.700058887Z 2026-05-16T14:54:53.698990Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770718800000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-10/10-20/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.700069929Z 2026-05-16T14:54:53.699662Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773246720000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-11/16-32/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.700534470Z 2026-05-16T14:54:53.700504Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770736140000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-10/15-09/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.701062595Z 2026-05-16T14:54:53.700504Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770511020000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-08/00-37/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.701084304Z 2026-05-16T14:54:53.700507Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770303240000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-05/14-54/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.701086095Z 2026-05-16T14:54:53.700607Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770978540000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-13/10-29/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703058054Z 2026-05-16T14:54:53.700690Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1775463000000000000 to file writer-1/dbs/bench-5/sensors-0/2026-04-06/08-10/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703062720Z 2026-05-16T14:54:53.700691Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771238280000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-16/10-38/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703063845Z 2026-05-16T14:54:53.700862Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773264060000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-11/21-21/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703065095Z 2026-05-16T14:54:53.700910Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772242500000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-28/01-35/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703066179Z 2026-05-16T14:54:53.701644Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773558420000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-15/07-07/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703067179Z 2026-05-16T14:54:53.701763Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772259840000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-28/06-24/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703068095Z 2026-05-16T14:54:53.701763Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773575700000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-15/11-55/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703069054Z 2026-05-16T14:54:53.701812Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773593040000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-15/16-44/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703070220Z 2026-05-16T14:54:53.701823Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773610380000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-15/21-33/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703071137Z 2026-05-16T14:54:53.701841Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770995820000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-13/15-17/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703072054Z 2026-05-16T14:54:53.701852Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771255560000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-16/15-26/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703075595Z 2026-05-16T14:54:53.702276Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770528360000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-08/05-26/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703076554Z 2026-05-16T14:54:53.702392Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772277120000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-28/11-12/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703077470Z 2026-05-16T14:54:53.702418Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1775480340000000000 to file writer-1/dbs/bench-5/sensors-0/2026-04-06/12-59/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703078387Z 2026-05-16T14:54:53.702466Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773281400000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-12/02-10/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703079262Z 2026-05-16T14:54:53.702506Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770320580000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-05/19-43/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703080179Z 2026-05-16T14:54:53.702519Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771013160000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-13/20-06/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703081179Z 2026-05-16T14:54:53.702535Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771272900000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-16/20-15/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703082095Z 2026-05-16T14:54:53.702884Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773627660000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-16/02-21/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703083012Z 2026-05-16T14:54:53.702993Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772294460000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-28/16-01/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703086554Z 2026-05-16T14:54:53.703048Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773645000000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-16/07-10/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703134804Z 2026-05-16T14:54:53.703107Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773662280000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-16/11-58/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703155012Z 2026-05-16T14:54:53.703130Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773679620000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-16/16-47/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703209470Z 2026-05-16T14:54:53.703187Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771030500000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-14/00-55/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703303012Z 2026-05-16T14:54:53.703291Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771290180000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-17/01-03/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703532512Z 2026-05-16T14:54:53.703508Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770545640000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-08/10-14/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.703662595Z 2026-05-16T14:54:53.703638Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772311740000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-28/20-49/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.704177804Z 2026-05-16T14:54:53.703676Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1775497620000000000 to file writer-1/dbs/bench-5/sensors-0/2026-04-06/17-47/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.704404720Z 2026-05-16T14:54:53.704373Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773696900000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-16/21-35/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.704558220Z 2026-05-16T14:54:53.703713Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773298680000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-12/06-58/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705060304Z 2026-05-16T14:54:53.703808Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770337920000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-06/00-32/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705063887Z 2026-05-16T14:54:53.703815Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771047780000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-14/05-43/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705064970Z 2026-05-16T14:54:53.703956Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771307520000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-17/05-52/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705065970Z 2026-05-16T14:54:53.704123Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770753420000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-10/19-57/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705066887Z 2026-05-16T14:54:53.704748Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772329080000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-01/01-38/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705067887Z 2026-05-16T14:54:53.704907Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773714240000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-17/02-24/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705069095Z 2026-05-16T14:54:53.705009Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770562980000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-08/15-03/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705203512Z 2026-05-16T14:54:53.705175Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773731580000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-17/07-13/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705256637Z 2026-05-16T14:54:53.705228Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770770760000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-11/00-46/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705303762Z 2026-05-16T14:54:53.705195Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773748860000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-17/12-01/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705337304Z 2026-05-16T14:54:53.705307Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771065120000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-14/10-32/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705390387Z 2026-05-16T14:54:53.705367Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1772346360000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-01/06-26/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705618637Z 2026-05-16T14:54:53.705588Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1775514960000000000 to file writer-1/dbs/bench-5/sensors-0/2026-04-06/22-36/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.705644220Z 2026-05-16T14:54:53.705620Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773766200000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-17/16-50/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706212720Z 2026-05-16T14:54:53.705815Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773316020000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-12/11-47/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706312554Z 2026-05-16T14:54:53.706270Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773800820000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-18/02-27/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706775304Z 2026-05-16T14:54:53.706714Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771324800000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-17/10-40/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706848554Z 2026-05-16T14:54:53.706795Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773818160000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-18/07-16/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706908179Z 2026-05-16T14:54:53.706874Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1775532300000000000 to file writer-1/dbs/bench-5/sensors-0/2026-04-07/03-25/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706910804Z 2026-05-16T14:54:53.705910Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1770355200000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-06/05-20/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706928554Z 2026-05-16T14:54:53.705931Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773783480000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-17/21-38/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.706948804Z 2026-05-16T14:54:53.705960Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1771082400000000000 to file writer-1/dbs/bench-5/sensors-0/2026-02-14/15-20/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.707417387Z 2026-05-16T14:54:53.707377Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773333300000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-12/16-35/0000000003.parquet
writer-1  | 2026-05-16T14:54:53.707487970Z 2026-05-16T14:54:53.707465Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 5 and table id 0 and chunk 1773835440000000000 to file writer-1/dbs/bench-5/sensors-0/2026-03-18/12-04/0000000003.parquet
