writer-1  | 2026-05-16T18:18:37.133892717Z 2026-05-16T18:18:37.133782Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=writer-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=c228ab64-a98d-4ad3-ade6-afe2c5e9e150 num_cpus=8
writer-1  | 2026-05-16T18:18:37.150050551Z 2026-05-16T18:18:37.149936Z  INFO influxdb3_lib::commands::serve: setting up server with authz disabled for paths paths_without_authz=[]
writer-1  | 2026-05-16T18:18:37.150055259Z 2026-05-16T18:18:37.149988Z  INFO influxdb3_server: startup time: 16ms address=0.0.0.0:8181
writer-1  | 2026-05-16T18:18:41.156423511Z 2026-05-16T18:18:41.156166Z  INFO influxdb3_write::inventory_poller: inventory poller advanced catalog before_seq=3 after_seq=4
writer-1  | 2026-05-16T18:18:44.406022763Z 2026-05-16T18:18:44.405922Z  INFO influxdb3_catalog::object_store: persisted next catalog sequence put_result=PutResult { e_tag: Some("\"19d2e83d6269932c9fbf5cec3aa9dca6\""), version: None } object_path=CatalogFilePath(Path { raw: "_catalog/catalogs/00000000000000000005.catalog" })
writer-1  | 2026-05-16T18:18:45.153124430Z 2026-05-16T18:18:45.152425Z  INFO influxdb3_wal::snapshot_tracker: snapshotting all before last wal period (using last wal period time) force_snapshot=false wal_periods_3_times_snapshot_size=false
writer-1  | 2026-05-16T18:18:45.153218721Z 2026-05-16T18:18:45.152514Z  INFO influxdb3_wal::object_store: flushing WAL buffer to object store host="writer-1" n_ops=1 min_timestamp_ns=1770315524341098429 max_timestamp_ns=1778955524341099421 wal_file_number=1
writer-1  | 2026-05-16T18:18:46.152006888Z 2026-05-16T18:18:46.151836Z  INFO influxdb3_wal::snapshot_tracker: snapshotting all before last wal period (using last wal period time) force_snapshot=false wal_periods_3_times_snapshot_size=false
writer-1  | 2026-05-16T18:18:46.152040680Z 2026-05-16T18:18:46.151884Z  INFO influxdb3_wal::object_store: flushing WAL buffer to object store host="writer-1" n_ops=1 min_timestamp_ns=1770315524341098450 max_timestamp_ns=1778955524341099416 wal_file_number=2
writer-1  | 2026-05-16T18:18:47.151916750Z 2026-05-16T18:18:47.151472Z  INFO influxdb3_wal::snapshot_tracker: snapshotting all force_snapshot=false wal_periods_3_times_snapshot_size=true
writer-1  | 2026-05-16T18:18:47.152087541Z 2026-05-16T18:18:47.151559Z  INFO influxdb3_wal::object_store: flushing WAL buffer to object store host="writer-1" n_ops=1 min_timestamp_ns=1770315524341098445 max_timestamp_ns=1778955524341099411 wal_file_number=3
writer-1  | 2026-05-16T18:18:47.175104458Z 2026-05-16T18:18:47.174911Z  INFO influxdb3_wal::object_store: snapshotting wal snapshot_details=SnapshotDetails { snapshot_sequence_number: SnapshotSequenceNumber(1), end_time_marker: 1778955540000000000, first_wal_sequence_number: WalFileSequenceNumber(1), last_wal_sequence_number: WalFileSequenceNumber(3), forced: true }
writer-1  | 2026-05-16T18:18:47.175128000Z 2026-05-16T18:18:47.174955Z  INFO influxdb3_write::write_buffer::queryable_buffer: Buffering contents and persisting snapshotted data snapshot_details=SnapshotDetails { snapshot_sequence_number: SnapshotSequenceNumber(1), end_time_marker: 1778955540000000000, first_wal_sequence_number: WalFileSequenceNumber(1), last_wal_sequence_number: WalFileSequenceNumber(3), forced: true }
writer-1  | 2026-05-16T18:18:47.197713958Z 2026-05-16T18:18:47.195979Z  INFO influxdb3_write::write_buffer::queryable_buffer: persisting 500 chunks for wal number 3
writer-1  | 2026-05-16T18:18:47.197735041Z 2026-05-16T18:18:47.196186Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770575220000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/18-27/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197737208Z 2026-05-16T18:18:47.196186Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772116200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-26/14-30/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197738791Z 2026-05-16T18:18:47.196170Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770852240000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-11/23-24/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197741250Z 2026-05-16T18:18:47.196276Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772497140000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-03/00-19/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197743458Z 2026-05-16T18:18:47.196336Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771908420000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/04-47/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197744916Z 2026-05-16T18:18:47.196642Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1778955480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-05-16/18-18/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197746791Z 2026-05-16T18:18:47.196188Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771700640000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/19-04/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.197873500Z 2026-05-16T18:18:47.197774Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772514480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-03/05-08/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.201931541Z 2026-05-16T18:18:47.201869Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770592500000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-08/23-15/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.201950666Z 2026-05-16T18:18:47.201880Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770315480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-05/18-18/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.201952375Z 2026-05-16T18:18:47.201871Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770869580000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-12/04-13/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.202430083Z 2026-05-16T18:18:47.202377Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772133540000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-26/19-19/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.202555333Z 2026-05-16T18:18:47.202513Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771717980000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/23-53/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.202700625Z 2026-05-16T18:18:47.202666Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772531760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-03/09-56/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204447625Z 2026-05-16T18:18:47.202721Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770609840000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-09/04-04/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204455541Z 2026-05-16T18:18:47.202745Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770886860000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-12/09-01/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204457125Z 2026-05-16T18:18:47.203069Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772150820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/00-07/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204458250Z 2026-05-16T18:18:47.203134Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772549100000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-03/14-45/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204459250Z 2026-05-16T18:18:47.203186Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771735320000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/04-42/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204460208Z 2026-05-16T18:18:47.203310Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770332820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-05/23-07/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204461125Z 2026-05-16T18:18:47.203347Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770627180000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-09/08-53/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204462125Z 2026-05-16T18:18:47.203391Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770904200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-12/13-50/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204463375Z 2026-05-16T18:18:47.203520Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771925760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/09-36/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204467708Z 2026-05-16T18:18:47.203722Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772168160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/04-56/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204468708Z 2026-05-16T18:18:47.203867Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772566380000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-03/19-33/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204469708Z 2026-05-16T18:18:47.203868Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771752600000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/09-30/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204472166Z 2026-05-16T18:18:47.203942Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772860740000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-07/05-19/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204473291Z 2026-05-16T18:18:47.203974Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770644460000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-09/13-41/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204474208Z 2026-05-16T18:18:47.204033Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770921480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-12/18-38/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204475166Z 2026-05-16T18:18:47.204163Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772878080000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-07/10-08/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204476083Z 2026-05-16T18:18:47.204306Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772185500000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-27/09-45/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204477125Z 2026-05-16T18:18:47.201869Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774730700000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-28/20-45/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204554500Z 2026-05-16T18:18:47.204514Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771769940000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/14-19/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204557500Z 2026-05-16T18:18:47.204521Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772583720000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/00-22/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204558458Z 2026-05-16T18:18:47.204534Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770350100000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-06/03-55/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204636083Z 2026-05-16T18:18:47.204606Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770661800000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-09/18-30/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204640291Z 2026-05-16T18:18:47.204625Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770938820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-12/23-27/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.204998791Z 2026-05-16T18:18:47.204981Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772895360000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-07/14-56/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205130500Z 2026-05-16T18:18:47.205109Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771787220000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/19-07/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205199541Z 2026-05-16T18:18:47.205132Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772912700000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-07/19-45/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205443208Z 2026-05-16T18:18:47.205132Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772929980000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/00-33/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205447791Z 2026-05-16T18:18:47.205212Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770679080000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-09/23-18/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205448958Z 2026-05-16T18:18:47.205216Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770956160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-13/04-16/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205450708Z 2026-05-16T18:18:47.205416Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771943040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/14-24/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205599333Z 2026-05-16T18:18:47.205576Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774748040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-29/01-34/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205756250Z 2026-05-16T18:18:47.205735Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771804560000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-22/23-56/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205802875Z 2026-05-16T18:18:47.205779Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772601000000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/05-10/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205855333Z 2026-05-16T18:18:47.205833Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770973440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-13/09-04/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205894625Z 2026-05-16T18:18:47.205842Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770696420000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-10/04-07/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.205997500Z 2026-05-16T18:18:47.205976Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770367440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-06/08-44/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206023541Z 2026-05-16T18:18:47.206001Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772947320000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/05-22/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206158666Z 2026-05-16T18:18:47.206134Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772964660000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/10-11/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206390791Z 2026-05-16T18:18:47.206366Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772618340000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/09-59/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206394583Z 2026-05-16T18:18:47.206383Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771821840000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-23/04-44/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206460583Z 2026-05-16T18:18:47.206427Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770990780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-13/13-53/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206573541Z 2026-05-16T18:18:47.206548Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770713760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-10/08-56/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206653833Z 2026-05-16T18:18:47.206633Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772981940000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/14-59/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206767833Z 2026-05-16T18:18:47.206756Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771960380000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/19-13/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.206995166Z 2026-05-16T18:18:47.206971Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772635680000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-04/14-48/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207015833Z 2026-05-16T18:18:47.206986Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771839180000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-23/09-33/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207034208Z 2026-05-16T18:18:47.207008Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771008060000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-13/18-41/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207147583Z 2026-05-16T18:18:47.207125Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770731040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-10/13-44/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207274583Z 2026-05-16T18:18:47.207254Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1770384780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-06/13-33/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207624375Z 2026-05-16T18:18:47.207591Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772999280000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-08/19-48/0000000003.parquet
writer-1  | 2026-05-16T18:18:47.207628041Z 2026-05-16T18:18:47.207612Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771025400000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-13/23-30/0000000003.parquet
